id;Gender;Age;Driving_License;Region_Code;Previously_Insured;Vehicle_Age;Vehicle_Damage;Annual_Premium;Policy_Sales_Channel;Vintage
252527;Female;24;1;32.0;1;< 1 Year;No;36823;152.0;284
216579;Male;38;1;24.0;0;1-2 Year;Yes;28531;124.0;69
329519;Female;28;1;28.0;1;< 1 Year;No;23505;152.0;147
257798;Female;43;1;6.0;1;1-2 Year;No;32443;152.0;187
213688;Female;43;1;28.0;1;1-2 Year;No;29339;26.0;128
496612;Male;61;1;36.0;1;1-2 Year;No;32137;26.0;104
208865;Male;24;1;11.0;1;< 1 Year;No;34358;152.0;271
506881;Female;30;1;47.0;1;< 1 Year;No;36411;152.0;132
57961;Male;41;1;28.0;0;1-2 Year;Yes;38663;26.0;69
120919;Female;22;1;33.0;1;< 1 Year;No;30449;152.0;28
259176;Male;37;1;28.0;1;1-2 Year;No;28343;152.0;251
29501;Male;22;1;28.0;1;< 1 Year;No;42502;152.0;226
7450;Female;21;1;36.0;0;< 1 Year;Yes;24513;160.0;186
373741;Male;44;1;28.0;1;1-2 Year;No;24233;26.0;89
189729;Male;71;1;35.0;0;1-2 Year;Yes;24834;26.0;103
338338;Female;20;1;15.0;0;< 1 Year;Yes;42711;160.0;242
177213;Male;25;1;27.0;0;< 1 Year;Yes;24707;124.0;202
448599;Female;26;1;22.0;1;< 1 Year;No;28491;152.0;126
449683;Female;49;1;28.0;0;1-2 Year;Yes;43357;26.0;115
119714;Female;24;1;39.0;0;< 1 Year;Yes;39194;151.0;11
201099;Female;61;1;8.0;0;1-2 Year;No;49570;26.0;49
26883;Female;28;1;47.0;1;< 1 Year;No;40590;152.0;17
84826;Male;37;1;46.0;1;1-2 Year;No;33064;11.0;291
164624;Male;37;1;28.0;0;1-2 Year;Yes;51083;26.0;246
479837;Female;20;1;50.0;1;< 1 Year;No;22248;160.0;136
399000;Male;49;1;28.0;1;1-2 Year;No;32061;26.0;202
160844;Female;45;1;28.0;1;1-2 Year;No;32665;13.0;246
365169;Female;29;1;12.0;0;1-2 Year;Yes;35202;124.0;183
293814;Male;42;1;28.0;0;1-2 Year;Yes;36171;26.0;220
315296;Female;23;1;46.0;1;< 1 Year;No;26023;152.0;260
252648;Female;21;1;30.0;0;< 1 Year;Yes;24133;152.0;230
187340;Female;22;1;30.0;1;< 1 Year;No;28543;152.0;157
59542;Female;58;1;28.0;0;> 2 Years;Yes;32607;25.0;194
50766;Male;23;1;28.0;0;< 1 Year;Yes;52316;152.0;87
127669;Male;44;1;23.0;0;1-2 Year;Yes;37598;26.0;26
59128;Male;64;1;50.0;0;1-2 Year;Yes;44738;26.0;248
269149;Female;29;1;33.0;0;< 1 Year;Yes;32251;124.0;168
284252;Male;56;1;8.0;0;1-2 Year;Yes;46827;124.0;94
484656;Female;23;1;30.0;1;< 1 Year;No;39361;152.0;54
462636;Female;28;1;35.0;1;< 1 Year;No;21512;152.0;220
358573;Male;22;1;11.0;0;< 1 Year;Yes;40189;152.0;101
114794;Female;24;1;16.0;1;< 1 Year;Yes;22991;152.0;185
215707;Female;42;1;28.0;0;1-2 Year;Yes;42610;26.0;277
298767;Male;21;1;30.0;1;< 1 Year;No;26564;152.0;292
289097;Male;22;1;6.0;1;< 1 Year;No;32451;152.0;294
52207;Male;38;1;15.0;0;1-2 Year;Yes;36734;152.0;94
342939;Male;37;1;28.0;1;1-2 Year;No;34395;152.0;68
16642;Male;61;1;28.0;0;1-2 Year;Yes;60229;13.0;154
357096;Male;25;1;10.0;1;< 1 Year;No;16295;152.0;169
239078;Female;36;1;41.0;1;1-2 Year;No;33845;124.0;26
495313;Male;77;1;28.0;1;1-2 Year;No;49430;124.0;147
167905;Female;35;1;28.0;0;1-2 Year;Yes;47036;124.0;119
340318;Male;55;1;46.0;0;1-2 Year;Yes;46882;26.0;40
130076;Female;33;1;46.0;1;1-2 Year;No;20898;26.0;200
478580;Female;27;1;28.0;0;1-2 Year;Yes;61477;124.0;252
364447;Female;47;1;41.0;0;1-2 Year;Yes;34909;26.0;152
446679;Female;42;1;28.0;0;1-2 Year;Yes;31036;26.0;12
343659;Male;52;1;28.0;0;1-2 Year;Yes;44119;26.0;181
339856;Male;60;1;50.0;1;1-2 Year;No;40592;65.0;30
255234;Male;70;1;28.0;0;> 2 Years;Yes;50075;122.0;215
41271;Female;43;1;28.0;0;1-2 Year;Yes;34987;26.0;61
497922;Male;45;1;28.0;0;> 2 Years;Yes;39844;124.0;260
24069;Male;55;1;29.0;0;1-2 Year;Yes;32232;122.0;23
160527;Female;29;1;28.0;0;1-2 Year;Yes;40638;122.0;78
397951;Female;40;1;8.0;0;1-2 Year;Yes;21708;26.0;14
449031;Male;31;1;8.0;0;1-2 Year;Yes;33617;156.0;271
463704;Male;22;1;37.0;1;< 1 Year;No;29861;152.0;266
433938;Female;26;1;15.0;1;< 1 Year;No;46988;152.0;193
289160;Male;61;1;8.0;1;1-2 Year;No;33907;26.0;146
125472;Male;62;1;11.0;0;> 2 Years;Yes;37130;157.0;264
377934;Male;67;1;28.0;0;> 2 Years;Yes;62262;124.0;77
369880;Male;63;1;28.0;0;> 2 Years;Yes;73061;25.0;100
360090;Female;23;1;2.0;1;< 1 Year;No;32099;152.0;17
73995;Male;79;1;28.0;1;1-2 Year;No;38313;26.0;67
57539;Female;40;1;8.0;0;1-2 Year;Yes;54987;7.0;164
196492;Female;46;1;38.0;0;1-2 Year;Yes;38153;124.0;151
223711;Female;25;1;21.0;1;< 1 Year;No;23502;152.0;248
57802;Female;22;1;28.0;1;< 1 Year;Yes;37210;152.0;273
17450;Male;47;1;28.0;0;1-2 Year;Yes;43047;124.0;227
350620;Male;51;1;28.0;0;1-2 Year;Yes;30338;26.0;13
300437;Female;23;1;15.0;1;< 1 Year;No;35001;152.0;292
23574;Female;44;1;8.0;1;1-2 Year;No;39571;154.0;172
471878;Female;38;1;23.0;0;1-2 Year;Yes;29100;124.0;267
456575;Male;46;1;28.0;0;1-2 Year;Yes;40724;124.0;117
252470;Male;49;1;28.0;1;1-2 Year;No;46130;26.0;206
417748;Female;24;1;8.0;1;< 1 Year;No;35258;152.0;18
358255;Male;42;1;47.0;0;1-2 Year;Yes;39213;16.0;233
372346;Male;29;1;50.0;1;< 1 Year;No;27810;152.0;63
145723;Male;61;1;45.0;1;1-2 Year;No;39773;124.0;15
359704;Male;27;1;47.0;1;< 1 Year;No;31734;152.0;275
405120;Male;21;1;8.0;1;< 1 Year;No;72484;160.0;19
314676;Male;56;1;28.0;1;1-2 Year;No;41104;26.0;224
301859;Female;24;1;5.0;0;< 1 Year;Yes;29916;160.0;39
41915;Male;50;1;33.0;0;1-2 Year;Yes;37966;26.0;123
244149;Female;48;1;9.0;0;1-2 Year;Yes;35268;124.0;263
278275;Male;49;1;28.0;0;1-2 Year;Yes;44060;26.0;132
473308;Male;22;1;7.0;1;< 1 Year;No;44397;152.0;163
244440;Female;22;1;40.0;1;< 1 Year;No;32137;152.0;106
180476;Male;49;1;28.0;0;< 1 Year;Yes;63925;26.0;80
454159;Male;24;1;41.0;1;< 1 Year;No;33875;152.0;89
121029;Female;29;1;47.0;1;< 1 Year;No;30182;152.0;18
132963;Female;23;1;46.0;1;< 1 Year;No;33228;152.0;30
66583;Male;24;1;17.0;0;< 1 Year;No;52194;152.0;253
305047;Female;23;1;30.0;1;< 1 Year;No;24774;160.0;208
190665;Female;23;1;41.0;1;< 1 Year;No;17772;152.0;187
174452;Female;23;1;13.0;1;< 1 Year;No;24040;160.0;94
490851;Female;25;1;22.0;1;< 1 Year;No;33920;152.0;278
370682;Male;49;1;30.0;0;1-2 Year;Yes;30345;124.0;59
372335;Male;54;1;28.0;0;1-2 Year;Yes;39644;25.0;122
96133;Male;22;1;39.0;0;< 1 Year;Yes;37110;152.0;225
38247;Male;24;1;30.0;1;< 1 Year;No;21121;152.0;111
128099;Male;51;1;39.0;1;1-2 Year;No;26353;124.0;90
56913;Female;60;1;46.0;1;1-2 Year;No;26081;11.0;42
344298;Female;22;1;18.0;1;< 1 Year;No;32322;152.0;228
311084;Female;24;1;15.0;0;< 1 Year;No;30667;152.0;191
317064;Male;66;1;28.0;1;1-2 Year;No;34921;26.0;78
138536;Female;38;1;28.0;0;1-2 Year;No;50420;124.0;151
184143;Female;44;1;28.0;0;1-2 Year;Yes;26483;26.0;171
368915;Female;43;1;33.0;1;1-2 Year;No;29520;26.0;47
443523;Male;59;1;18.0;0;1-2 Year;Yes;33547;26.0;50
60614;Female;22;1;46.0;1;< 1 Year;No;21907;152.0;12
73533;Female;24;1;27.0;0;< 1 Year;Yes;29468;152.0;270
15983;Male;23;1;10.0;1;< 1 Year;No;27254;152.0;207
195222;Female;22;1;13.0;1;< 1 Year;No;27044;152.0;116
409669;Female;24;1;15.0;1;< 1 Year;No;40053;152.0;131
21804;Male;22;1;7.0;1;< 1 Year;No;49157;160.0;11
243442;Male;59;1;35.0;0;1-2 Year;Yes;36372;26.0;219
122951;Female;36;1;45.0;1;1-2 Year;No;24686;152.0;26
236659;Male;22;1;36.0;1;< 1 Year;No;27470;152.0;54
9180;Male;63;1;28.0;0;1-2 Year;No;61902;26.0;160
227483;Female;51;1;28.0;1;1-2 Year;No;37642;124.0;213
268489;Male;36;1;28.0;0;1-2 Year;Yes;33726;124.0;19
1421;Female;26;1;29.0;1;< 1 Year;No;35624;152.0;39
257559;Female;42;1;28.0;0;1-2 Year;Yes;33259;26.0;209
469800;Male;40;1;28.0;0;1-2 Year;Yes;30468;26.0;219
209272;Female;23;1;15.0;1;< 1 Year;No;25380;152.0;175
19136;Female;24;1;8.0;1;< 1 Year;No;36929;152.0;151
38925;Male;30;1;28.0;1;< 1 Year;No;28978;151.0;96
206162;Female;22;1;44.0;1;< 1 Year;No;44141;152.0;20
197002;Female;24;1;10.0;1;< 1 Year;No;23587;152.0;242
289793;Male;38;1;41.0;0;1-2 Year;Yes;28226;26.0;121
140572;Female;26;1;11.0;1;< 1 Year;No;25539;152.0;30
47978;Male;43;1;28.0;1;1-2 Year;No;26454;26.0;18
467158;Female;24;1;47.0;1;< 1 Year;No;33789;152.0;23
150299;Female;23;1;11.0;0;< 1 Year;Yes;45180;152.0;296
100706;Female;24;1;15.0;0;< 1 Year;Yes;44236;152.0;130
111825;Female;42;1;28.0;1;1-2 Year;Yes;32112;124.0;70
113729;Male;64;1;18.0;1;1-2 Year;No;41521;131.0;256
278643;Male;77;0;28.0;0;1-2 Year;Yes;36732;124.0;140
95740;Female;34;1;28.0;0;1-2 Year;Yes;45648;156.0;27
241282;Male;31;1;41.0;1;< 1 Year;No;52559;152.0;279
191726;Female;48;1;28.0;0;1-2 Year;No;46303;124.0;151
284865;Female;52;1;28.0;0;1-2 Year;Yes;43852;26.0;33
234424;Male;46;1;16.0;1;1-2 Year;No;22635;152.0;135
261034;Male;21;1;8.0;1;< 1 Year;No;44768;160.0;285
135406;Female;52;1;13.0;0;1-2 Year;Yes;26956;26.0;70
34918;Male;21;1;46.0;1;< 1 Year;No;21958;152.0;131
297471;Male;27;1;50.0;1;< 1 Year;No;27522;152.0;29
262148;Male;41;1;41.0;0;1-2 Year;Yes;25680;124.0;19
231362;Female;54;1;28.0;0;1-2 Year;Yes;38013;26.0;100
434014;Female;30;1;28.0;1;< 1 Year;No;40970;152.0;148
240630;Male;32;1;8.0;0;< 1 Year;Yes;29765;124.0;265
38208;Female;71;1;28.0;1;1-2 Year;No;55409;124.0;21
211047;Female;49;1;28.0;1;1-2 Year;No;49043;26.0;133
132818;Male;23;1;28.0;1;< 1 Year;No;29591;152.0;128
123193;Female;56;1;3.0;1;1-2 Year;No;35502;152.0;107
190163;Female;22;1;28.0;0;< 1 Year;Yes;60710;152.0;119
484900;Male;61;1;33.0;1;1-2 Year;No;46673;122.0;88
443721;Male;28;1;28.0;1;< 1 Year;No;28064;152.0;67
63434;Female;40;1;29.0;0;1-2 Year;Yes;32954;26.0;135
140227;Female;49;1;41.0;1;1-2 Year;No;32192;124.0;200
30382;Male;32;1;35.0;0;< 1 Year;Yes;35889;152.0;76
181325;Female;47;1;28.0;0;1-2 Year;Yes;40394;124.0;102
275847;Female;22;1;8.0;0;< 1 Year;Yes;34702;152.0;231
203798;Male;24;1;8.0;1;< 1 Year;No;30039;152.0;272
463157;Male;44;1;28.0;0;> 2 Years;Yes;46736;26.0;136
172987;Female;29;1;41.0;1;1-2 Year;No;33936;124.0;38
372344;Female;38;1;28.0;1;1-2 Year;No;43134;124.0;202
441494;Male;21;1;8.0;1;< 1 Year;No;32315;152.0;27
394251;Male;66;1;13.0;1;1-2 Year;No;45128;124.0;286
32532;Male;40;1;29.0;0;1-2 Year;Yes;25382;156.0;149
137134;Male;45;1;17.0;1;1-2 Year;No;33544;124.0;228
222346;Female;39;1;4.0;0;1-2 Year;Yes;35588;26.0;205
445519;Male;45;1;8.0;0;1-2 Year;Yes;41199;124.0;187
10821;Male;42;1;46.0;0;1-2 Year;Yes;23767;124.0;73
119106;Male;55;1;28.0;0;> 2 Years;Yes;72744;26.0;226
450680;Female;31;1;41.0;1;< 1 Year;No;41966;152.0;194
12629;Male;47;1;28.0;0;1-2 Year;Yes;25932;13.0;250
353468;Female;24;1;46.0;1;< 1 Year;No;36849;152.0;202
117761;Male;43;1;49.0;0;1-2 Year;Yes;43805;124.0;188
409351;Male;25;1;6.0;1;< 1 Year;No;34880;152.0;13
426875;Female;23;1;8.0;1;< 1 Year;No;56730;152.0;100
32907;Male;27;1;28.0;1;< 1 Year;No;51055;152.0;48
55329;Male;42;1;8.0;0;1-2 Year;Yes;50652;26.0;99
75744;Female;27;1;28.0;1;< 1 Year;No;31900;152.0;82
275830;Female;31;1;45.0;1;1-2 Year;No;32317;124.0;227
396125;Male;26;1;50.0;1;< 1 Year;No;26318;152.0;132
181632;Female;24;1;10.0;1;< 1 Year;No;30205;151.0;126
141604;Male;40;1;28.0;0;1-2 Year;Yes;30378;13.0;37
59979;Female;67;1;8.0;0;> 2 Years;Yes;39743;26.0;151
223813;Female;22;1;26.0;1;< 1 Year;No;34809;152.0;272
93832;Male;25;1;46.0;1;< 1 Year;No;32257;152.0;16
72206;Female;53;1;28.0;1;1-2 Year;No;38923;124.0;250
454269;Female;53;1;28.0;0;1-2 Year;Yes;49556;26.0;186
399517;Female;27;1;28.0;1;< 1 Year;No;28589;152.0;169
124800;Female;29;1;3.0;1;< 1 Year;No;22328;152.0;181
234530;Male;43;1;28.0;0;1-2 Year;Yes;53137;26.0;81
209857;Female;64;1;46.0;1;1-2 Year;No;31748;151.0;154
228182;Male;38;1;10.0;0;1-2 Year;Yes;33682;152.0;23
474558;Male;31;1;26.0;1;< 1 Year;No;31514;152.0;125
205571;Female;22;1;50.0;1;< 1 Year;No;39533;152.0;146
29327;Female;34;1;8.0;1;1-2 Year;No;29311;152.0;216
470458;Female;46;1;33.0;0;1-2 Year;Yes;38399;26.0;239
173888;Male;28;1;28.0;1;< 1 Year;No;45060;152.0;192
115084;Male;44;1;28.0;0;> 2 Years;Yes;31492;156.0;262
121842;Female;37;1;30.0;0;1-2 Year;Yes;30171;124.0;22
342652;Female;38;1;11.0;0;1-2 Year;Yes;30833;124.0;152
44205;Female;30;1;15.0;1;< 1 Year;No;31939;152.0;205
323196;Male;50;1;15.0;0;1-2 Year;Yes;34809;124.0;281
84106;Female;24;1;50.0;0;< 1 Year;Yes;33637;152.0;58
405310;Male;32;1;41.0;0;< 1 Year;Yes;23523;136.0;136
22365;Female;35;1;41.0;1;1-2 Year;No;23095;152.0;26
111207;Female;24;1;18.0;0;< 1 Year;Yes;31288;152.0;30
2720;Female;64;1;28.0;1;1-2 Year;No;54670;152.0;270
393393;Female;29;1;17.0;1;< 1 Year;No;35599;152.0;210
171200;Female;40;1;28.0;0;1-2 Year;No;31615;124.0;200
23080;Female;59;1;24.0;1;1-2 Year;No;31763;145.0;230
289184;Female;35;1;33.0;1;1-2 Year;No;28176;152.0;64
349938;Male;39;1;15.0;1;1-2 Year;Yes;28205;26.0;160
464308;Male;27;1;50.0;1;< 1 Year;No;22734;152.0;295
110670;Male;26;1;41.0;1;< 1 Year;No;20230;152.0;165
297394;Male;55;1;28.0;0;1-2 Year;Yes;47741;26.0;57
276440;Male;80;1;8.0;0;1-2 Year;No;47236;26.0;175
401283;Male;36;1;19.0;0;1-2 Year;Yes;23894;124.0;269
444308;Male;23;1;15.0;1;< 1 Year;No;42940;151.0;96
6016;Male;49;1;28.0;1;1-2 Year;No;44667;26.0;256
12060;Female;44;1;28.0;0;1-2 Year;Yes;29521;30.0;19
38063;Female;34;1;41.0;1;1-2 Year;No;32294;152.0;150
337029;Male;41;1;28.0;0;1-2 Year;Yes;41781;124.0;264
238968;Male;22;1;8.0;0;1-2 Year;Yes;45774;124.0;213
214942;Male;32;1;4.0;1;< 1 Year;No;34841;152.0;114
263067;Male;52;1;41.0;1;1-2 Year;No;16480;26.0;18
211847;Male;24;1;46.0;1;< 1 Year;No;48797;152.0;215
227029;Male;36;1;8.0;0;1-2 Year;Yes;49900;124.0;159
370930;Female;25;1;11.0;1;< 1 Year;No;31371;152.0;228
270851;Female;52;1;46.0;0;1-2 Year;Yes;34797;126.0;245
241561;Female;21;1;33.0;1;< 1 Year;No;38098;152.0;38
376321;Female;21;1;28.0;0;< 1 Year;Yes;41363;152.0;272
97686;Female;62;1;28.0;0;1-2 Year;Yes;24651;30.0;242
57491;Male;24;1;28.0;0;< 1 Year;Yes;35650;152.0;142
120395;Female;21;1;35.0;1;< 1 Year;No;32190;152.0;247
165004;Male;21;1;6.0;0;< 1 Year;Yes;20359;160.0;278
247474;Male;27;1;11.0;1;< 1 Year;No;28394;152.0;75
247553;Male;42;1;39.0;0;1-2 Year;Yes;32017;154.0;277
357258;Female;32;1;45.0;0;< 1 Year;Yes;31389;152.0;187
227250;Female;47;1;28.0;0;1-2 Year;Yes;35895;124.0;171
255889;Male;43;1;36.0;0;1-2 Year;Yes;40099;124.0;237
381929;Female;71;1;8.0;1;1-2 Year;No;28459;124.0;178
242260;Female;35;1;41.0;0;1-2 Year;Yes;30942;157.0;274
122606;Female;35;1;8.0;1;1-2 Year;No;34776;152.0;107
357275;Female;29;1;11.0;0;< 1 Year;Yes;37289;152.0;209
106555;Male;45;1;8.0;1;1-2 Year;No;32121;124.0;173
274861;Female;32;1;28.0;0;< 1 Year;Yes;32194;154.0;86
150273;Male;76;1;41.0;0;1-2 Year;Yes;37649;124.0;214
435976;Female;50;1;28.0;0;1-2 Year;Yes;42918;26.0;228
60129;Female;42;1;28.0;0;1-2 Year;Yes;40548;26.0;188
156537;Female;73;1;28.0;0;1-2 Year;Yes;48215;25.0;74
188640;Male;21;1;8.0;1;< 1 Year;No;41902;160.0;172
190343;Male;25;1;6.0;1;< 1 Year;No;27054;152.0;248
90085;Male;69;1;50.0;1;1-2 Year;No;42254;26.0;61
313275;Female;34;1;28.0;0;1-2 Year;Yes;38368;152.0;281
430341;Female;28;1;28.0;0;1-2 Year;Yes;27575;157.0;19
162336;Male;41;1;30.0;1;1-2 Year;No;33686;152.0;197
282987;Female;25;1;35.0;1;< 1 Year;No;23772;152.0;208
446318;Female;33;1;28.0;0;1-2 Year;Yes;38992;122.0;127
234933;Male;24;1;45.0;0;< 1 Year;Yes;35438;152.0;187
9461;Female;40;1;8.0;0;1-2 Year;Yes;34251;155.0;94
321167;Female;22;1;37.0;1;< 1 Year;No;32870;152.0;26
257740;Female;26;1;46.0;1;< 1 Year;No;20635;152.0;287
127777;Female;24;1;46.0;1;< 1 Year;No;26096;152.0;260
217306;Female;58;1;28.0;0;1-2 Year;No;40260;122.0;104
412055;Female;42;1;28.0;1;1-2 Year;No;25052;26.0;10
170683;Male;46;1;8.0;0;1-2 Year;Yes;39412;124.0;278
79610;Female;25;1;30.0;1;< 1 Year;No;27830;152.0;11
374187;Male;46;1;28.0;0;1-2 Year;Yes;44869;26.0;55
93790;Male;47;1;39.0;0;1-2 Year;Yes;46669;124.0;176
457652;Female;24;1;10.0;1;< 1 Year;No;38549;152.0;296
238408;Male;43;1;28.0;0;1-2 Year;Yes;41347;26.0;282
504387;Female;26;1;46.0;1;< 1 Year;No;25525;160.0;90
300419;Male;25;1;47.0;0;< 1 Year;No;36573;160.0;161
480596;Male;47;1;28.0;0;< 1 Year;Yes;28789;124.0;104
7265;Female;43;1;39.0;0;1-2 Year;Yes;35207;120.0;231
250839;Female;49;1;3.0;0;> 2 Years;Yes;36985;26.0;187
196975;Male;45;1;22.0;0;1-2 Year;Yes;28601;124.0;289
350955;Male;75;1;28.0;0;1-2 Year;Yes;37245;26.0;220
18128;Male;74;1;28.0;0;1-2 Year;Yes;35646;26.0;102
85871;Male;72;1;28.0;1;1-2 Year;No;57444;13.0;22
2969;Female;29;1;14.0;1;< 1 Year;Yes;25012;152.0;175
216039;Female;24;1;12.0;1;< 1 Year;No;23209;152.0;182
400915;Female;24;1;8.0;1;< 1 Year;No;40838;152.0;273
69925;Female;77;1;8.0;1;1-2 Year;No;46049;26.0;282
230921;Female;68;1;28.0;0;1-2 Year;Yes;51232;26.0;162
92977;Male;40;1;35.0;0;1-2 Year;Yes;30168;124.0;135
385220;Male;25;1;32.0;1;< 1 Year;No;26182;152.0;16
420123;Female;24;1;29.0;1;< 1 Year;No;45001;152.0;187
12224;Female;53;1;28.0;0;1-2 Year;Yes;27597;26.0;186
114789;Male;53;1;28.0;0;1-2 Year;Yes;34533;26.0;270
285704;Male;39;1;28.0;0;1-2 Year;Yes;45566;26.0;207
149035;Male;48;1;12.0;1;1-2 Year;No;23428;119.0;168
331391;Male;44;1;3.0;0;1-2 Year;Yes;35150;26.0;164
438677;Male;22;1;33.0;1;< 1 Year;No;33500;152.0;196
359894;Male;75;1;28.0;0;1-2 Year;Yes;30105;124.0;160
62781;Male;60;1;28.0;1;1-2 Year;No;52087;124.0;201
214244;Female;44;1;28.0;0;1-2 Year;Yes;41371;124.0;254
204944;Female;25;1;21.0;1;< 1 Year;No;24979;152.0;271
122152;Female;46;1;8.0;0;> 2 Years;Yes;47620;26.0;71
44290;Male;36;1;33.0;0;1-2 Year;Yes;32096;124.0;52
202381;Female;24;1;10.0;1;< 1 Year;No;24999;152.0;237
97354;Male;25;1;28.0;1;< 1 Year;No;51397;152.0;99
145513;Male;27;1;35.0;1;< 1 Year;No;37915;152.0;32
54824;Male;46;1;28.0;0;1-2 Year;Yes;45877;124.0;226
104468;Male;46;1;43.0;1;1-2 Year;No;31809;124.0;179
244452;Female;21;1;15.0;0;< 1 Year;Yes;26771;160.0;111
254019;Female;57;1;26.0;0;1-2 Year;Yes;37803;26.0;225
247042;Male;28;1;28.0;1;< 1 Year;No;51030;152.0;272
55897;Male;70;1;24.0;0;> 2 Years;Yes;39218;124.0;272
469915;Male;30;1;28.0;1;< 1 Year;No;45417;152.0;155
481689;Male;38;1;3.0;0;1-2 Year;Yes;24579;26.0;214
28631;Male;49;1;13.0;0;1-2 Year;Yes;30843;26.0;188
162178;Male;54;1;50.0;0;1-2 Year;Yes;28291;25.0;29
157205;Male;51;1;28.0;0;> 2 Years;Yes;31726;16.0;217
107097;Male;25;1;28.0;1;< 1 Year;No;53225;152.0;138
134964;Male;44;1;41.0;0;1-2 Year;Yes;50130;124.0;164
409496;Female;26;1;50.0;1;< 1 Year;No;24511;152.0;112
148855;Female;70;1;8.0;0;1-2 Year;Yes;37947;124.0;15
403887;Male;26;1;30.0;1;< 1 Year;No;29218;152.0;248
81313;Male;35;1;18.0;1;1-2 Year;No;39678;26.0;83
310557;Female;48;1;28.0;1;1-2 Year;No;54593;26.0;58
290519;Female;23;1;45.0;1;< 1 Year;No;29675;152.0;15
312576;Male;22;1;18.0;0;< 1 Year;Yes;30603;152.0;199
464556;Female;21;1;33.0;1;< 1 Year;No;22404;152.0;202
239655;Male;47;1;8.0;0;1-2 Year;Yes;46174;26.0;192
193119;Male;25;1;45.0;1;< 1 Year;No;42782;152.0;133
228221;Male;22;1;14.0;0;< 1 Year;Yes;35338;163.0;299
305798;Male;32;1;46.0;0;< 1 Year;Yes;24616;124.0;259
23175;Female;41;1;28.0;1;1-2 Year;No;38001;26.0;156
195153;Female;26;1;37.0;0;< 1 Year;Yes;21474;152.0;205
368276;Male;27;1;13.0;1;< 1 Year;No;33242;152.0;127
309109;Male;24;1;25.0;0;< 1 Year;No;29393;152.0;42
431183;Male;24;1;45.0;1;< 1 Year;No;24533;152.0;169
429541;Male;35;1;36.0;0;1-2 Year;Yes;41817;124.0;71
63136;Female;22;1;8.0;0;< 1 Year;Yes;41962;152.0;28
115003;Female;26;1;28.0;0;< 1 Year;Yes;50963;124.0;296
176993;Female;34;1;19.0;1;1-2 Year;No;36112;26.0;116
167014;Female;48;1;8.0;0;1-2 Year;Yes;44844;154.0;255
214358;Female;29;1;11.0;1;< 1 Year;No;20570;152.0;182
376280;Female;26;1;28.0;0;< 1 Year;Yes;26207;152.0;31
343876;Male;24;1;12.0;1;< 1 Year;No;28088;152.0;229
395347;Male;24;1;41.0;0;< 1 Year;Yes;42554;26.0;269
49811;Female;24;1;10.0;1;< 1 Year;No;32903;152.0;43
40649;Male;69;1;8.0;0;1-2 Year;Yes;70140;160.0;252
288938;Male;21;1;46.0;1;< 1 Year;No;29675;160.0;176
498283;Male;20;1;10.0;1;< 1 Year;No;25598;160.0;68
419345;Male;23;1;50.0;1;< 1 Year;No;32516;152.0;51
24549;Female;48;1;8.0;1;1-2 Year;No;61305;124.0;124
72972;Male;42;1;4.0;0;1-2 Year;Yes;23164;124.0;62
46068;Male;32;1;28.0;1;1-2 Year;No;47221;26.0;115
37211;Female;44;1;28.0;0;1-2 Year;Yes;45994;124.0;209
171717;Female;23;1;29.0;1;< 1 Year;No;27613;152.0;185
6031;Male;24;1;28.0;0;< 1 Year;Yes;46123;152.0;134
398963;Male;45;1;46.0;0;> 2 Years;Yes;35140;124.0;240
378637;Female;23;1;15.0;1;< 1 Year;No;42397;152.0;219
428290;Female;28;1;36.0;1;< 1 Year;No;33731;152.0;236
363747;Male;52;1;28.0;0;1-2 Year;Yes;28216;26.0;51
438272;Female;32;1;41.0;1;< 1 Year;No;34752;152.0;207
319805;Male;46;1;28.0;1;1-2 Year;Yes;46843;26.0;139
145251;Female;38;1;28.0;0;1-2 Year;Yes;40064;26.0;106
283729;Male;59;1;9.0;0;> 2 Years;Yes;33369;124.0;202
367742;Female;29;1;8.0;1;< 1 Year;No;28172;152.0;195
201555;Male;32;1;28.0;0;1-2 Year;Yes;25508;26.0;58
489865;Female;23;1;46.0;1;< 1 Year;No;29238;152.0;31
367300;Male;50;1;7.0;0;1-2 Year;Yes;34873;26.0;146
179100;Male;43;1;46.0;1;1-2 Year;No;30771;124.0;158
75923;Female;44;1;15.0;1;1-2 Year;No;31553;26.0;145
208616;Female;21;1;50.0;1;< 1 Year;No;53876;152.0;98
267905;Female;61;1;8.0;0;> 2 Years;Yes;37229;124.0;290
18670;Male;59;1;8.0;0;> 2 Years;Yes;26505;124.0;38
354679;Male;27;1;28.0;0;< 1 Year;Yes;41417;152.0;102
292077;Female;50;1;50.0;0;1-2 Year;Yes;33845;124.0;178
251149;Male;50;1;8.0;1;1-2 Year;No;35845;152.0;94
148375;Female;29;1;28.0;0;< 1 Year;Yes;28188;124.0;11
84589;Female;25;1;25.0;1;< 1 Year;No;22105;152.0;238
39342;Female;73;1;28.0;0;1-2 Year;Yes;23185;26.0;108
461653;Male;37;1;28.0;0;1-2 Year;Yes;29694;34.0;237
325822;Female;55;1;45.0;1;1-2 Year;No;35494;26.0;144
390912;Female;24;1;13.0;1;< 1 Year;No;21617;160.0;21
115871;Female;47;1;18.0;0;1-2 Year;Yes;26663;26.0;297
152015;Male;50;1;29.0;1;1-2 Year;No;41261;26.0;155
